DATE_ID,DATE_DAY,DATE_WEEK,DATE_MONTH,DATE_QUARTER,DATE_YEAR,DAY_OF_MONTH,DAY_OF_WEEK_NUMBER,DAY_OF_WEEK_NAME,DAY_OF_WEEK_ABBREVIATION,DAY_OF_WEEK_LETTER,WEEK_NUMBER,WEEK_NAME,WEEK_ABBREVIATION,WEEK_WITH_YEAR,WEEK_YEAR,WEEK_STARTED_ON,WEEK_ENDED_ON,MONTH_NUMBER,MONTH_NAME,MONTH_ABBREVIATION,MONTH_WITH_YEAR,MONTH_STARTED_ON,MONTH_ENDED_ON,QUARTER_NUMBER,DAY_OF_QUARTER,QUARTER_WITH_YEAR,QUARTER_NAME,QUARTER_ABBREVIATION,QUARTER_STARTED_ON,QUARTER_ENDED_ON,DAY_YEAR,DAY_OF_YEAR,YEAR_STARTED_ON,YEAR_ENDED_ON,IS_WEEKEND,IS_FEDERAL_HOLIDAY,IS_FLEETIO_HOLIDAY,HOLIDAY_NAME
2023-02-02,2023-02-02,2023-01-30,2023-02-01,2023-01-01,2023-01-01,2,4,Thursday,Thur,R,5,Week 5,W5,2023-05,2023,2023-01-30,2023-02-05,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,33,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,33,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-03,2023-02-03,2023-01-30,2023-02-01,2023-01-01,2023-01-01,3,5,Friday,Fri,F,5,Week 5,W5,2023-05,2023,2023-01-30,2023-02-05,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,34,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,34,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-04,2023-02-04,2023-01-30,2023-02-01,2023-01-01,2023-01-01,4,6,Saturday,Sat,S,5,Week 5,W5,2023-05,2023,2023-01-30,2023-02-05,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,35,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,35,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-02-05,2023-02-05,2023-01-30,2023-02-01,2023-01-01,2023-01-01,5,7,Sunday,Sun,S,5,Week 5,W5,2023-05,2023,2023-01-30,2023-02-05,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,36,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,36,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-02-06,2023-02-06,2023-02-06,2023-02-01,2023-01-01,2023-01-01,6,1,Monday,Mon,M,6,Week 6,W6,2023-06,2023,2023-02-06,2023-02-12,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,37,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,37,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-07,2023-02-07,2023-02-06,2023-02-01,2023-01-01,2023-01-01,7,2,Tuesday,Tue,T,6,Week 6,W6,2023-06,2023,2023-02-06,2023-02-12,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,38,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,38,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-08,2023-02-08,2023-02-06,2023-02-01,2023-01-01,2023-01-01,8,3,Wednesday,Wed,W,6,Week 6,W6,2023-06,2023,2023-02-06,2023-02-12,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,39,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,39,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-09,2023-02-09,2023-02-06,2023-02-01,2023-01-01,2023-01-01,9,4,Thursday,Thur,R,6,Week 6,W6,2023-06,2023,2023-02-06,2023-02-12,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,40,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,40,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-10,2023-02-10,2023-02-06,2023-02-01,2023-01-01,2023-01-01,10,5,Friday,Fri,F,6,Week 6,W6,2023-06,2023,2023-02-06,2023-02-12,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,41,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,41,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-11,2023-02-11,2023-02-06,2023-02-01,2023-01-01,2023-01-01,11,6,Saturday,Sat,S,6,Week 6,W6,2023-06,2023,2023-02-06,2023-02-12,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,42,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,42,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-02-12,2023-02-12,2023-02-06,2023-02-01,2023-01-01,2023-01-01,12,7,Sunday,Sun,S,6,Week 6,W6,2023-06,2023,2023-02-06,2023-02-12,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,43,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,43,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-02-13,2023-02-13,2023-02-13,2023-02-01,2023-01-01,2023-01-01,13,1,Monday,Mon,M,7,Week 7,W7,2023-07,2023,2023-02-13,2023-02-19,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,44,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,44,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-14,2023-02-14,2023-02-13,2023-02-01,2023-01-01,2023-01-01,14,2,Tuesday,Tue,T,7,Week 7,W7,2023-07,2023,2023-02-13,2023-02-19,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,45,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,45,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-15,2023-02-15,2023-02-13,2023-02-01,2023-01-01,2023-01-01,15,3,Wednesday,Wed,W,7,Week 7,W7,2023-07,2023,2023-02-13,2023-02-19,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,46,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,46,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-16,2023-02-16,2023-02-13,2023-02-01,2023-01-01,2023-01-01,16,4,Thursday,Thur,R,7,Week 7,W7,2023-07,2023,2023-02-13,2023-02-19,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,47,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,47,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-17,2023-02-17,2023-02-13,2023-02-01,2023-01-01,2023-01-01,17,5,Friday,Fri,F,7,Week 7,W7,2023-07,2023,2023-02-13,2023-02-19,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,48,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,48,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-18,2023-02-18,2023-02-13,2023-02-01,2023-01-01,2023-01-01,18,6,Saturday,Sat,S,7,Week 7,W7,2023-07,2023,2023-02-13,2023-02-19,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,49,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,49,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-02-19,2023-02-19,2023-02-13,2023-02-01,2023-01-01,2023-01-01,19,7,Sunday,Sun,S,7,Week 7,W7,2023-07,2023,2023-02-13,2023-02-19,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,50,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,50,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-02-20,2023-02-20,2023-02-20,2023-02-01,2023-01-01,2023-01-01,20,1,Monday,Mon,M,8,Week 8,W8,2023-08,2023,2023-02-20,2023-02-26,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,51,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,51,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-21,2023-02-21,2023-02-20,2023-02-01,2023-01-01,2023-01-01,21,2,Tuesday,Tue,T,8,Week 8,W8,2023-08,2023,2023-02-20,2023-02-26,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,52,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,52,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-22,2023-02-22,2023-02-20,2023-02-01,2023-01-01,2023-01-01,22,3,Wednesday,Wed,W,8,Week 8,W8,2023-08,2023,2023-02-20,2023-02-26,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,53,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,53,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-23,2023-02-23,2023-02-20,2023-02-01,2023-01-01,2023-01-01,23,4,Thursday,Thur,R,8,Week 8,W8,2023-08,2023,2023-02-20,2023-02-26,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,54,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,54,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-24,2023-02-24,2023-02-20,2023-02-01,2023-01-01,2023-01-01,24,5,Friday,Fri,F,8,Week 8,W8,2023-08,2023,2023-02-20,2023-02-26,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,55,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,55,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-25,2023-02-25,2023-02-20,2023-02-01,2023-01-01,2023-01-01,25,6,Saturday,Sat,S,8,Week 8,W8,2023-08,2023,2023-02-20,2023-02-26,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,56,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,56,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-02-26,2023-02-26,2023-02-20,2023-02-01,2023-01-01,2023-01-01,26,7,Sunday,Sun,S,8,Week 8,W8,2023-08,2023,2023-02-20,2023-02-26,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,57,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,57,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-02-27,2023-02-27,2023-02-27,2023-02-01,2023-01-01,2023-01-01,27,1,Monday,Mon,M,9,Week 9,W9,2023-09,2023,2023-02-27,2023-03-05,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,58,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,58,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-02-28,2023-02-28,2023-02-27,2023-02-01,2023-01-01,2023-01-01,28,2,Tuesday,Tue,T,9,Week 9,W9,2023-09,2023,2023-02-27,2023-03-05,2,February,Feb,2023-02,2023-02-01,2023-02-28,1,59,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,59,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-01,2023-03-01,2023-02-27,2023-03-01,2023-01-01,2023-01-01,1,3,Wednesday,Wed,W,9,Week 9,W9,2023-09,2023,2023-02-27,2023-03-05,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,60,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,60,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-02,2023-03-02,2023-02-27,2023-03-01,2023-01-01,2023-01-01,2,4,Thursday,Thur,R,9,Week 9,W9,2023-09,2023,2023-02-27,2023-03-05,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,61,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,61,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-03,2023-03-03,2023-02-27,2023-03-01,2023-01-01,2023-01-01,3,5,Friday,Fri,F,9,Week 9,W9,2023-09,2023,2023-02-27,2023-03-05,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,62,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,62,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-04,2023-03-04,2023-02-27,2023-03-01,2023-01-01,2023-01-01,4,6,Saturday,Sat,S,9,Week 9,W9,2023-09,2023,2023-02-27,2023-03-05,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,63,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,63,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-03-05,2023-03-05,2023-02-27,2023-03-01,2023-01-01,2023-01-01,5,7,Sunday,Sun,S,9,Week 9,W9,2023-09,2023,2023-02-27,2023-03-05,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,64,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,64,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-03-06,2023-03-06,2023-03-06,2023-03-01,2023-01-01,2023-01-01,6,1,Monday,Mon,M,10,Week 10,W10,2023-10,2023,2023-03-06,2023-03-12,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,65,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,65,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-07,2023-03-07,2023-03-06,2023-03-01,2023-01-01,2023-01-01,7,2,Tuesday,Tue,T,10,Week 10,W10,2023-10,2023,2023-03-06,2023-03-12,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,66,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,66,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-08,2023-03-08,2023-03-06,2023-03-01,2023-01-01,2023-01-01,8,3,Wednesday,Wed,W,10,Week 10,W10,2023-10,2023,2023-03-06,2023-03-12,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,67,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,67,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-09,2023-03-09,2023-03-06,2023-03-01,2023-01-01,2023-01-01,9,4,Thursday,Thur,R,10,Week 10,W10,2023-10,2023,2023-03-06,2023-03-12,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,68,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,68,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-10,2023-03-10,2023-03-06,2023-03-01,2023-01-01,2023-01-01,10,5,Friday,Fri,F,10,Week 10,W10,2023-10,2023,2023-03-06,2023-03-12,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,69,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,69,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-11,2023-03-11,2023-03-06,2023-03-01,2023-01-01,2023-01-01,11,6,Saturday,Sat,S,10,Week 10,W10,2023-10,2023,2023-03-06,2023-03-12,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,70,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,70,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-03-12,2023-03-12,2023-03-06,2023-03-01,2023-01-01,2023-01-01,12,7,Sunday,Sun,S,10,Week 10,W10,2023-10,2023,2023-03-06,2023-03-12,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,71,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,71,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-03-13,2023-03-13,2023-03-13,2023-03-01,2023-01-01,2023-01-01,13,1,Monday,Mon,M,11,Week 11,W11,2023-11,2023,2023-03-13,2023-03-19,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,72,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,72,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-14,2023-03-14,2023-03-13,2023-03-01,2023-01-01,2023-01-01,14,2,Tuesday,Tue,T,11,Week 11,W11,2023-11,2023,2023-03-13,2023-03-19,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,73,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,73,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-15,2023-03-15,2023-03-13,2023-03-01,2023-01-01,2023-01-01,15,3,Wednesday,Wed,W,11,Week 11,W11,2023-11,2023,2023-03-13,2023-03-19,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,74,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,74,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-16,2023-03-16,2023-03-13,2023-03-01,2023-01-01,2023-01-01,16,4,Thursday,Thur,R,11,Week 11,W11,2023-11,2023,2023-03-13,2023-03-19,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,75,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,75,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-17,2023-03-17,2023-03-13,2023-03-01,2023-01-01,2023-01-01,17,5,Friday,Fri,F,11,Week 11,W11,2023-11,2023,2023-03-13,2023-03-19,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,76,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,76,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-18,2023-03-18,2023-03-13,2023-03-01,2023-01-01,2023-01-01,18,6,Saturday,Sat,S,11,Week 11,W11,2023-11,2023,2023-03-13,2023-03-19,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,77,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,77,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-03-19,2023-03-19,2023-03-13,2023-03-01,2023-01-01,2023-01-01,19,7,Sunday,Sun,S,11,Week 11,W11,2023-11,2023,2023-03-13,2023-03-19,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,78,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,78,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-03-20,2023-03-20,2023-03-20,2023-03-01,2023-01-01,2023-01-01,20,1,Monday,Mon,M,12,Week 12,W12,2023-12,2023,2023-03-20,2023-03-26,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,79,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,79,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-21,2023-03-21,2023-03-20,2023-03-01,2023-01-01,2023-01-01,21,2,Tuesday,Tue,T,12,Week 12,W12,2023-12,2023,2023-03-20,2023-03-26,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,80,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,80,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-22,2023-03-22,2023-03-20,2023-03-01,2023-01-01,2023-01-01,22,3,Wednesday,Wed,W,12,Week 12,W12,2023-12,2023,2023-03-20,2023-03-26,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,81,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,81,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-23,2023-03-23,2023-03-20,2023-03-01,2023-01-01,2023-01-01,23,4,Thursday,Thur,R,12,Week 12,W12,2023-12,2023,2023-03-20,2023-03-26,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,82,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,82,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-24,2023-03-24,2023-03-20,2023-03-01,2023-01-01,2023-01-01,24,5,Friday,Fri,F,12,Week 12,W12,2023-12,2023,2023-03-20,2023-03-26,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,83,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,83,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-25,2023-03-25,2023-03-20,2023-03-01,2023-01-01,2023-01-01,25,6,Saturday,Sat,S,12,Week 12,W12,2023-12,2023,2023-03-20,2023-03-26,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,84,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,84,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-03-26,2023-03-26,2023-03-20,2023-03-01,2023-01-01,2023-01-01,26,7,Sunday,Sun,S,12,Week 12,W12,2023-12,2023,2023-03-20,2023-03-26,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,85,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,85,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-03-27,2023-03-27,2023-03-27,2023-03-01,2023-01-01,2023-01-01,27,1,Monday,Mon,M,13,Week 13,W13,2023-13,2023,2023-03-27,2023-04-02,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,86,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,86,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-28,2023-03-28,2023-03-27,2023-03-01,2023-01-01,2023-01-01,28,2,Tuesday,Tue,T,13,Week 13,W13,2023-13,2023,2023-03-27,2023-04-02,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,87,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,87,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-29,2023-03-29,2023-03-27,2023-03-01,2023-01-01,2023-01-01,29,3,Wednesday,Wed,W,13,Week 13,W13,2023-13,2023,2023-03-27,2023-04-02,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,88,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,88,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-30,2023-03-30,2023-03-27,2023-03-01,2023-01-01,2023-01-01,30,4,Thursday,Thur,R,13,Week 13,W13,2023-13,2023,2023-03-27,2023-04-02,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,89,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,89,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-03-31,2023-03-31,2023-03-27,2023-03-01,2023-01-01,2023-01-01,31,5,Friday,Fri,F,13,Week 13,W13,2023-13,2023,2023-03-27,2023-04-02,3,March,Mar,2023-03,2023-03-01,2023-03-31,1,90,2023-1,Quarter 1,Q1,2023-01-01,2023-03-31,2023,90,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-04-01,2023-04-01,2023-03-27,2023-04-01,2023-04-01,2023-01-01,1,6,Saturday,Sat,S,13,Week 13,W13,2023-13,2023,2023-03-27,2023-04-02,4,April,Apr,2023-04,2023-04-01,2023-04-30,2,1,2023-2,Quarter 2,Q2,2023-04-01,2023-06-30,2023,91,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-04-02,2023-04-02,2023-03-27,2023-04-01,2023-04-01,2023-01-01,2,7,Sunday,Sun,S,13,Week 13,W13,2023-13,2023,2023-03-27,2023-04-02,4,April,Apr,2023-04,2023-04-01,2023-04-30,2,2,2023-2,Quarter 2,Q2,2023-04-01,2023-06-30,2023,92,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-04-03,2023-04-03,2023-04-03,2023-04-01,2023-04-01,2023-01-01,3,1,Monday,Mon,M,14,Week 14,W14,2023-14,2023,2023-04-03,2023-04-09,4,April,Apr,2023-04,2023-04-01,2023-04-30,2,3,2023-2,Quarter 2,Q2,2023-04-01,2023-06-30,2023,93,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-04-04,2023-04-04,2023-04-03,2023-04-01,2023-04-01,2023-01-01,4,2,Tuesday,Tue,T,14,Week 14,W14,2023-14,2023,2023-04-03,2023-04-09,4,April,Apr,2023-04,2023-04-01,2023-04-30,2,4,2023-2,Quarter 2,Q2,2023-04-01,2023-06-30,2023,94,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-04-05,2023-04-05,2023-04-03,2023-04-01,2023-04-01,2023-01-01,5,3,Wednesday,Wed,W,14,Week 14,W14,2023-14,2023,2023-04-03,2023-04-09,4,April,Apr,2023-04,2023-04-01,2023-04-30,2,5,2023-2,Quarter 2,Q2,2023-04-01,2023-06-30,2023,95,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-04-06,2023-04-06,2023-04-03,2023-04-01,2023-04-01,2023-01-01,6,4,Thursday,Thur,R,14,Week 14,W14,2023-14,2023,2023-04-03,2023-04-09,4,April,Apr,2023-04,2023-04-01,2023-04-30,2,6,2023-2,Quarter 2,Q2,2023-04-01,2023-06-30,2023,96,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-04-07,2023-04-07,2023-04-03,2023-04-01,2023-04-01,2023-01-01,7,5,Friday,Fri,F,14,Week 14,W14,2023-14,2023,2023-04-03,2023-04-09,4,April,Apr,2023-04,2023-04-01,2023-04-30,2,7,2023-2,Quarter 2,Q2,2023-04-01,2023-06-30,2023,97,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-04-08,2023-04-08,2023-04-03,2023-04-01,2023-04-01,2023-01-01,8,6,Saturday,Sat,S,14,Week 14,W14,2023-14,2023,2023-04-03,2023-04-09,4,April,Apr,2023-04,2023-04-01,2023-04-30,2,8,2023-2,Quarter 2,Q2,2023-04-01,2023-06-30,2023,98,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-04-09,2023-04-09,2023-04-03,2023-04-01,2023-04-01,2023-01-01,9,7,Sunday,Sun,S,14,Week 14,W14,2023-14,2023,2023-04-03,2023-04-09,4,April,Apr,2023-04,2023-04-01,2023-04-30,2,9,2023-2,Quarter 2,Q2,2023-04-01,2023-06-30,2023,99,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
2023-04-10,2023-04-10,2023-04-10,2023-04-01,2023-04-01,2023-01-01,10,1,Monday,Mon,M,15,Week 15,W15,2023-15,2023,2023-04-10,2023-04-16,4,April,Apr,2023-04,2023-04-01,2023-04-30,2,10,2023-2,Quarter 2,Q2,2023-04-01,2023-06-30,2023,100,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-04-11,2023-04-11,2023-04-10,2023-04-01,2023-04-01,2023-01-01,11,2,Tuesday,Tue,T,15,Week 15,W15,2023-15,2023,2023-04-10,2023-04-16,4,April,Apr,2023-04,2023-04-01,2023-04-30,2,11,2023-2,Quarter 2,Q2,2023-04-01,2023-06-30,2023,101,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-04-12,2023-04-12,2023-04-10,2023-04-01,2023-04-01,2023-01-01,12,3,Wednesday,Wed,W,15,Week 15,W15,2023-15,2023,2023-04-10,2023-04-16,4,April,Apr,2023-04,2023-04-01,2023-04-30,2,12,2023-2,Quarter 2,Q2,2023-04-01,2023-06-30,2023,102,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-04-13,2023-04-13,2023-04-10,2023-04-01,2023-04-01,2023-01-01,13,4,Thursday,Thur,R,15,Week 15,W15,2023-15,2023,2023-04-10,2023-04-16,4,April,Apr,2023-04,2023-04-01,2023-04-30,2,13,2023-2,Quarter 2,Q2,2023-04-01,2023-06-30,2023,103,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-04-14,2023-04-14,2023-04-10,2023-04-01,2023-04-01,2023-01-01,14,5,Friday,Fri,F,15,Week 15,W15,2023-15,2023,2023-04-10,2023-04-16,4,April,Apr,2023-04,2023-04-01,2023-04-30,2,14,2023-2,Quarter 2,Q2,2023-04-01,2023-06-30,2023,104,2023-01-01,2023-12-31,FALSE,FALSE,FALSE,
2023-04-15,2023-04-15,2023-04-10,2023-04-01,2023-04-01,2023-01-01,15,6,Saturday,Sat,S,15,Week 15,W15,2023-15,2023,2023-04-10,2023-04-16,4,April,Apr,2023-04,2023-04-01,2023-04-30,2,15,2023-2,Quarter 2,Q2,2023-04-01,2023-06-30,2023,105,2023-01-01,2023-12-31,TRUE,FALSE,FALSE,
